BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D01098,LF20121117,11/21/2012,24,Day,9:47:10,260,30,NA,1,1.64,31.06,9.5,43900,13.73,699,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01099,LF20121117,11/21/2012,24,Day,10:28:20,240,25.5,NA,1,1.64,28.66,9.4,43600,13.69,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01100,LF20121117,11/21/2012,24,Day,10:41:50,250,24,NA,1,1.51,27.49,9.4,43600,13.69,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01101,LF20121117,11/21/2012,24,Day,10:55:20,220,23.5,NA,1,1.4,22.53,9.4,43600,13.69,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01102,LF20121117,11/21/2012,3,Day,12:18:50,230,25,NA,1,1.55,26.04,9.4,43200,13.64,701,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01103,LF20121117,11/21/2012,24,Day,12:33:30,300,29,NA,1,1.53,33.56,9.4,42900,13.61,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01104,LF20121117,11/21/2012,24,Day,12:48:40,300,29.5,NA,1,1.42,31.08,9.4,42900,13.61,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01105,LF20121117,11/21/2012,24,Day,13:04:40,250,25,NA,1,1.36,24.82,9.4,42900,13.61,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01106,LF20121117,11/21/2012,24,Day,13:18:40,230,23.5,NA,1,1.39,23.37,9.4,43300,13.65,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01107,LF20121117,11/21/2012,24,Day,13:35:20,230,23,NA,1,1.25,21.01,9.4,42900,13.61,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01109,LF20121117,11/21/2012,24,Day,15:57:30,280,30,NA,1,1.47,30.04,9.4,42400,13.54,698,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01110,LF20121117,11/21/2012,24,Day,16:11:50,290,30,NA,1,1.46,30.97,9.4,42300,13.53,700,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01111,LF20121117,11/21/2012,24,Day,16:24:10,230,25.5,NA,1,1.53,25.63,9.4,42100,13.51,699,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01112,LF20121117,11/21/2012,24,Day,16:35:30,210,23.5,NA,1,1.54,23.64,9.4,42100,13.51,699,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01113,LF20121117,11/21/2012,24,Day,16:45:40,200,23,NA,1,1.36,19.79,9.4,42200,13.52,698,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01114,LF20121117,11/21/2012,3,Crepuscular,17:59:40,180,25,NA,1,1.55,20.34,9.5,42100,13.5,698,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01115,LF20121117,11/21/2012,24,Crepuscular,18:25:00,290,30,NA,1,1.44,30.51,9.6,42000,13.49,697,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01116,LF20121117,11/21/2012,24,Crepuscular,18:39:00,230,25,NA,1,1.4,23.55,9.6,41600,13.44,697,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01117,LF20121117,11/21/2012,24,Crepuscular,18:50:20,220,23.5,NA,1,1.49,23.85,9.6,41600,13.44,697,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01118,LF20121117,11/21/2012,24,Crepuscular,18:02:10,200,23,NA,1,1.26,18.44,9.5,42100,13.5,698,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01165,LF20121117,11/22/2012,3,Day,8:12:40,190,24.5,NA,1,1.41,19.55,9.5,38000,12.99,689,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01166,LF20121117,11/22/2012,24,Day,8:56:40,230,30,NA,1,1.29,21.63,9.5,37700,12.96,691,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01167,LF20121117,11/22/2012,24,Day,9:10:20,250,30,NA,1,1.33,24.21,9.5,37700,12.96,690,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01168,LF20121117,11/22/2012,24,Day,9:23:30,210,24.5,NA,1,1.41,21.63,9.5,37500,12.93,688,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01169,LF20121117,11/22/2012,24,Day,9:35:30,180,23,NA,1,1.42,18.68,9.5,37500,12.93,688,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01170,LF20121117,11/22/2012,24,Day,9:45:30,180,22.5,NA,1,1.14,14.98,9.5,37500,12.93,690,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01219,LF20121117,11/23/2012,24,Day,8:45:00,290,27,NA,1,1.14,24.08,9.8,32600,12.38,676,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01220,LF20121117,11/23/2012,24,Day,8:59:10,290,28,NA,1,1.17,24.79,9.8,32600,12.38,675,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01221,LF20121117,11/23/2012,24,Day,9:13:20,260,24,NA,1,1.11,20.98,9.8,32300,12.34,675,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01222,LF20121117,11/23/2012,3,Day,9:25:50,230,24,NA,1,1.17,19.63,9.8,32300,12.34,675,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01223,LF20121117,11/23/2012,24,Day,9:39:50,210,22,NA,1,1.02,15.58,9.8,32300,12.34,675,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01224,LF20121117,11/23/2012,24,Day,9:52:30,230,21.5,NA,1,0.85,14.27,9.8,32300,12.34,675,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01225,LF20121117,11/23/2012,24,Day,11:33:00,310,28,NA,1,0.98,22.27,9.8,31800,12.28,674,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01226,LF20121117,11/23/2012,24,Day,11:50:30,340,27.5,NA,1,1.04,25.73,9.8,31600,12.26,673,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01227,LF20121117,11/23/2012,24,Day,12:04:20,280,23.5,NA,1,1.07,21.94,9.8,31600,12.26,673,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01228,LF20121117,11/23/2012,4,Day,12:18:50,170,23.5,NA,1,1.07,36.9,9.8,31600,12.25,673,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01229,LF20121117,11/23/2012,24,Day,12:35:00,270,21.5,NA,1,1.03,20.3,9.8,31600,12.25,672,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01230,LF20121117,11/23/2012,24,Day,12:51:50,150,20.5,NA,1,0.81,8.83,9.8,31400,12.23,672,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01231,LF20121117,11/23/2012,24,Day,16:08:50,320,27,NA,1,0.83,19.35,9.8,29100,11.95,669,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01232,LF20121117,11/23/2012,24,Day,16:23:10,350,26.5,NA,1,0.84,21.49,9.8,28800,11.9,669,0,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
