BarcodeID,SpeciesID,CountTotal,SizeMean,SizeMedian,SizeSD,BiomassTotal,Notes
D05952,NZMS,0,NA,NA,NA,0,
D05952,SIML,2,3,3,0,0.11,
D05953,CHIL,8,3.62,4,0.74,0.44,
D05953,GAMM,2,2.5,2.5,0.71,0.26,
D05953,NZMS,165,0.5,0.5,0,0.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05953,SIML,16,2.44,2,0.63,0.56,
D05955,CHIL,5,3,3,0,0.16,
D05955,GAMM,2,2,2,0,0.12,
D05955,NZMS,0,NA,NA,NA,0,
D05955,SIML,8,2,2,0,0.13,
D05956,CHIL,6,3,3,0,0.19,
D05956,GAMM,0,NA,NA,NA,0,
D05956,NZMS,0,NA,NA,NA,0,
D05956,SIML,4,3.5,3.5,0.58,0.37,
D05957,CHIL,7,3.29,3,1.38,0.37,
D05957,GAMM,62,3.79,4,1.03,28.41,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM)."
D05957,NZMS,327,0.56,0.5,0.36,3.36,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05957,SIML,18,3,3,1.08,1.33,
D05958,CHIL,14,2.5,2.5,0.52,0.3,
D05958,GAMM,98,3.89,4,1.09,49.37,
D05958,NZMS,306,0.54,0.5,0.26,2.2,
D05958,SIML,27,2.96,3,1.29,2.26,
D05959,CHIL,6,3,3,0.89,0.21,
D05959,GAMM,58,4,4,0.96,30.36,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM)."
D05959,NZMS,175,0.53,0.5,0.14,0.85,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05959,SIML,14,3.29,4,0.91,1.21,
D05961,CHIL,17,2.71,3,0.77,0.46,
D05961,GAMM,1,2,2,NA,0.06,
D05961,NZMS,0,NA,NA,NA,0,
D05961,SIML,13,2.15,2,0.69,0.33,
D05962,CHIL,2,3.5,3.5,0.71,0.1,
D05962,GAMM,1,2,2,NA,0.06,
D05962,NZMS,70,0.52,0.5,0.18,0.37,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05962,SIML,12,2.17,2,0.58,0.29,
D05963,CHIL,4,3.75,3.5,0.96,0.25,
D05963,GAMM,0,NA,NA,NA,0,
D05963,NZMS,118,0.5,0.5,0,0.44,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05963,SIML,11,2.64,3,0.67,0.48,
D05968,CHIL,4,3,3.5,1.41,0.16,
D05968,GAMM,3,3.67,3,2.08,1.71,
D05968,NZMS,12,0.5,0.5,0,0.04,
D05968,SIML,39,3.26,3,1.31,4.07,
D05969,CHIL,5,4,3,1.41,0.4,
D05969,GAMM,9,3.44,4,1.13,3.27,
D05969,NZMS,92,0.52,0.5,0.09,0.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05969,SIML,41,2.9,3,1.11,2.96,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05973,CHIL,0,NA,NA,NA,0,
D05973,GAMM,10,3.7,4,0.82,4.03,
D05973,NZMS,90,0.52,0.5,0.09,0.38,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05973,SIML,32,2.69,2,1.28,2.16,
D05993,CHIL,8,2.5,3,0.76,0.18,
D05993,GAMM,5,1.6,2,0.55,0.21,
D05993,NZMS,460,0.5,0.5,0,1.71,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05993,SIML,7,3.29,3,1.38,0.74,
D05994,CHIL,10,2.9,3,0.74,0.32,
D05994,GAMM,9,2.83,3,1.06,1.95,
D05994,NZMS,434,0.5,0.5,0.07,1.72,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05994,SIML,6,3.17,3,0.98,0.49,
D05995,CHIL,15,2.07,2,0.8,0.24,
D05995,GAMM,6,2.67,2.5,1.21,1.23,
D05995,NZMS,468,0.52,0.5,0.09,2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D05995,SIML,2,3,3,0,0.11,
D06004,CHIL,4,2.75,3,1.5,0.14,
D06004,GAMM,3,3.67,4,0.58,1.1,
D06004,NZMS,110,0.5,0.5,0,0.41,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06004,SIML,14,3.71,3,1.68,2.37,
D06005,CHIL,0,NA,NA,NA,0,
D06005,GAMM,1,3,3,NA,0.2,
D06005,NZMS,145,0.54,0.5,0.26,1.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06005,SIML,14,3.21,3,0.97,1.18,
D06006,CHIL,9,2,2,0.71,0.11,
D06006,GAMM,1,2,2,NA,0.06,
D06006,NZMS,168,0.53,0.5,0.15,0.83,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06006,SIML,17,3.24,3,1.25,1.71,
D06007,CHIL,7,2.86,3,0.69,0.22,
D06007,GAMM,0,NA,NA,NA,0,
D06007,NZMS,76,0.53,0.5,0.12,0.36,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06007,SIML,9,3.33,3,1,0.83,
D06008,CHIL,6,2.17,2,1.17,0.12,
D06008,GAMM,3,2,1,1.73,0.47,
D06008,NZMS,189,0.51,0.5,0.11,0.81,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06008,SIML,12,3.5,3.5,1.24,1.42,
D06010,CHIL,8,3.12,3.5,0.99,0.33,
D06010,GAMM,2,3,3,1.41,0.51,
D06010,NZMS,98,0.53,0.5,0.21,0.58,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06010,SIML,23,3.43,3,1.5,3.16,
D06011,CHIL,10,3.1,3,0.99,0.41,
D06011,GAMM,4,3,2.5,2.16,1.72,
D06011,NZMS,289,0.5,0.5,0,1.07,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06011,SIML,6,3.67,3,1.51,0.87,
D06012,CHIL,8,2.38,2,0.52,0.14,
D06012,GAMM,4,2,2,0.82,0.33,
D06012,NZMS,265,0.5,0.5,0,0.98,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06012,SIML,4,2.75,2.5,1.71,0.32,
D06013,CHIL,5,2.6,3,0.89,0.13,
D06013,GAMM,2,2.5,2.5,0.71,0.26,
D06013,NZMS,180,0.5,0.5,0,0.67,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06013,SIML,2,4,4,2.83,0.46,
D06064,CHIL,7,2.86,3,0.69,0.22,
D06064,GAMM,1,3,3,NA,0.2,
D06064,NZMS,211,0.52,0.5,0.13,0.99,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06064,SIML,1,6,6,NA,0.44,
D06065,CHIL,10,3.4,3,0.52,0.46,
D06065,GAMM,0,NA,NA,NA,0,
D06065,NZMS,54,0.5,0.5,0,0.2,
D06065,SIML,2,2,2,0,0.03,
D06066,CHIL,15,2.73,3,0.7,0.42,
D06066,GAMM,5,2.8,2,1.1,1.09,
D06066,NZMS,242,0.5,0.5,0,0.9,
D06066,SIML,0,NA,NA,NA,0,
D06067,CHIL,7,3.29,3,1.25,0.35,
D06067,GAMM,1,6,6,NA,1.45,
D06067,NZMS,76,0.52,0.5,0.1,0.33,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06067,SIML,0,NA,NA,NA,0,
D06068,CHIL,3,3,3,1,0.11,
D06068,GAMM,0,NA,NA,NA,0,
D06068,NZMS,44,0.5,0.5,0,0.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06068,SIML,2,4.5,4.5,0.71,0.38,
D06069,CHIL,5,2.4,2,0.55,0.09,
D06069,GAMM,2,3,3,0,0.4,
D06069,NZMS,42,0.5,0.5,0,0.16,
D06069,SIML,0,NA,NA,NA,0,
D06070,CHIL,6,2.5,2.5,0.55,0.12,
D06070,GAMM,0,NA,NA,NA,0,
D06070,NZMS,77,0.5,0.5,0,0.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06070,SIML,0,NA,NA,NA,0,
D06077,CHIL,4,3,3,0.82,0.14,
D06077,GAMM,0,NA,NA,NA,0,
D06077,NZMS,3,0.5,0.5,0,0.01,
D06077,SIML,0,NA,NA,NA,0,
D06080,CHIL,7,2.29,2,1.7,0.23,
D06080,GAMM,0,NA,NA,NA,0,
D06080,NZMS,93,0.5,0.5,0,0.35,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06080,SIML,0,NA,NA,NA,0,
D06082,CHIL,0,NA,NA,NA,0,
D06082,GAMM,0,NA,NA,NA,0,
D06082,NZMS,10,0.5,0.5,0,0.04,
D06082,SIML,3,6,6,1,1.39,
D06084,CHIL,4,2,2,1.15,0.06,
D06084,GAMM,0,NA,NA,NA,0,
D06084,NZMS,98,0.52,0.5,0.1,0.43,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06084,SIML,0,NA,NA,NA,0,
D06085,CHIL,6,3.33,3,0.52,0.26,
D06085,GAMM,0,NA,NA,NA,0,
D06085,NZMS,92,0.52,0.5,0.09,0.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06085,SIML,1,5,5,NA,0.25,
D06100,CHIL,2,1.5,1.5,0.71,0.01,
D06100,GAMM,0,NA,NA,NA,0,
D06100,NZMS,7,0.5,0.5,0,0.03,
D06100,SIML,1,3,3,NA,0.05,
D06101,CHIL,3,2.67,3,0.58,0.07,
D06101,GAMM,1,7,7,NA,2.25,
D06101,NZMS,2,0.5,0.5,0,0.01,
D06101,SIML,2,2,2,0,0.03,
D06102,CHIL,2,2,2,0,0.02,
D06102,GAMM,1,8,8,NA,3.3,
D06102,NZMS,19,0.53,0.5,0.11,0.09,
D06102,SIML,2,2.5,2.5,0.71,0.07,
D06104,CHIL,3,2.67,3,0.58,0.07,
D06104,GAMM,0,NA,NA,NA,0,
D06104,NZMS,8,0.56,0.5,0.18,0.05,
D06104,SIML,0,NA,NA,NA,0,
D06105,CHIL,5,2.4,2,1.14,0.12,
D06105,GAMM,0,NA,NA,NA,0,
D06105,NZMS,13,0.5,0.5,0,0.05,
D06105,SIML,3,3,3,1,0.2,
D06112,CHIL,5,3.8,4,1.1,0.33,
D06112,GAMM,2,3,3,1.41,0.51,
D06112,NZMS,23,0.5,0.5,0,0.09,
D06112,SIML,0,NA,NA,NA,0,
D06113,CHIL,4,1.75,1.5,0.96,0.04,
D06113,GAMM,0,NA,NA,NA,0,
D06113,NZMS,23,0.52,0.5,0.1,0.1,
D06113,SIML,0,NA,NA,NA,0,
D06118,CHIL,10,2.9,2.5,1.66,0.47,
D06118,GAMM,2,2.5,2.5,0.71,0.26,
D06118,NZMS,28,0.52,0.5,0.09,0.12,
D06118,SIML,0,NA,NA,NA,0,
D06119,CHIL,10,2.8,3,0.79,0.3,
D06119,GAMM,0,NA,NA,NA,0,
D06119,NZMS,15,0.53,0.5,0.13,0.07,
D06119,SIML,1,2,2,NA,0.02,
D06122,CHIL,4,3.25,3,1.26,0.19,
D06122,GAMM,0,NA,NA,NA,0,
D06122,NZMS,100,0.52,0.5,0.1,0.44,
D06122,SIML,0,NA,NA,NA,0,
D06136,CHIL,5,2.2,2,0.84,0.08,
D06136,GAMM,0,NA,NA,NA,0,
D06136,NZMS,4,0.62,0.5,0.25,0.03,
D06136,SIML,7,2.43,2,1.27,0.36,
D06138,CHIL,30,2.47,3,0.82,0.69,
D06138,GAMM,0,NA,NA,NA,0,
D06138,NZMS,10,0.6,0.5,0.21,0.07,
D06138,SIML,10,1.6,2,0.52,0.11,
D06139,CHIL,10,2.6,3,0.52,0.23,
D06139,GAMM,0,NA,NA,NA,0,
D06139,NZMS,0,NA,NA,NA,0,
D06139,SIML,12,2.5,2.5,0.52,0.43,
D06144,CHIL,14,2.36,2,0.84,0.3,
D06144,GAMM,0,NA,NA,NA,0,
D06144,NZMS,2,0.5,0.5,0,0.01,
D06144,SIML,1,2,2,NA,0.02,
D06145,CHIL,14,2.29,2,0.47,0.24,
D06145,GAMM,2,3,3,0,0.4,
D06145,NZMS,0,NA,NA,NA,0,
D06145,SIML,4,2,2,0,0.06,
D06146,CHIL,17,2.71,3,0.92,0.51,
D06146,GAMM,0,NA,NA,NA,0,
D06146,NZMS,4,0.75,0.75,0.29,0.05,
D06146,SIML,0,NA,NA,NA,0,
D06147,CHIL,20,2.6,2.5,0.68,0.49,
D06147,GAMM,0,NA,NA,NA,0,
D06147,NZMS,1,2,2,NA,0.11,
D06147,SIML,4,3.5,3.5,0.58,0.37,
D06148,CHIL,8,2.38,2,0.92,0.17,
D06148,GAMM,0,NA,NA,NA,0,
D06148,NZMS,5,0.5,0.5,0,0.02,
D06148,SIML,9,2.11,2,0.33,0.18,
D06151,CHIL,18,2.78,3,0.65,0.52,
D06151,GAMM,0,NA,NA,NA,0,
D06151,NZMS,2,0.5,0.5,0,0.01,
D06151,SIML,5,2.6,2,1.34,0.31,
D06152,CHIL,33,2.48,2,0.87,0.8,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06152,GAMM,1,1,1,NA,0.01,
D06152,NZMS,14,0.5,0.5,0,0.05,
D06152,SIML,12,2.08,2,1,0.36,
D06153,CHIL,27,2.33,2,0.96,0.6,
D06153,GAMM,0,NA,NA,NA,0,
D06153,NZMS,23,0.5,0.5,0,0.09,
D06153,SIML,5,1.8,1,1.1,0.12,
D06172,CHIL,11,2.73,3,0.47,0.28,
D06172,GAMM,0,NA,NA,NA,0,
D06172,NZMS,0,NA,NA,NA,0,
D06172,SIML,11,3.55,3,1.29,1.38,
D06173,CHIL,18,2.33,2,0.77,0.36,
D06173,GAMM,0,NA,NA,NA,0,
D06173,NZMS,2,0.5,0.5,0,0.01,
D06173,SIML,12,3,2.5,1.21,0.98,
D06174,CHIL,26,2.77,2,1.07,0.88,
D06174,GAMM,1,2,2,NA,0.06,
D06174,NZMS,2,0.5,0.5,0,0.01,
D06174,SIML,10,2.8,3,0.63,0.51,
D06176,CHIL,77,2.27,2,1.07,1.74,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06176,GAMM,4,1,1,0,0.03,
D06176,NZMS,0,NA,NA,NA,0,
D06176,SIML,14,3.43,4,0.76,1.29,
D06177,CHIL,70,2.94,3,0.72,2.36,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06177,GAMM,0,NA,NA,NA,0,
D06177,NZMS,0,NA,NA,NA,0,
D06177,SIML,9,3.44,3,1.33,1.14,
D06181,CHIL,21,2.71,3,0.72,0.59,
D06181,GAMM,0,NA,NA,NA,0,
D06181,NZMS,0,NA,NA,NA,0,
D06181,SIML,9,3.56,4,1.33,1.12,
D06182,CHIL,37,2.3,2,1.5,1.17,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06182,GAMM,1,2,2,NA,0.06,
D06182,NZMS,5,0.5,0.5,0,0.02,
D06182,SIML,2,3.5,3.5,2.12,0.27,
D06188,CHIL,100,2.88,3,0.95,3.47,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06188,GAMM,0,NA,NA,NA,0,
D06188,NZMS,6,0.5,0.5,0,0.02,
D06188,SIML,3,1.33,1,0.58,0.02,
D06189,CHIL,155,2.78,3,1.09,5.37,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06189,GAMM,0,NA,NA,NA,0,
D06189,NZMS,10,0.5,0.5,0,0.04,
D06189,SIML,3,3,3,0,0.16,
D06190,CHIL,45,2.71,3,0.66,1.24,
D06190,GAMM,0,NA,NA,NA,0,
D06190,NZMS,2,0.5,0.5,0,0.01,
D06190,SIML,22,3,3,1.11,1.81,
D06191,CHIL,27,2.74,3,0.86,0.8,
D06191,GAMM,0,NA,NA,NA,0,
D06191,NZMS,2,1,1,0,0.04,
D06191,SIML,17,3.71,3,1.65,2.9,
D06193,CHIL,38,2.34,2,0.97,0.85,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06193,GAMM,0,NA,NA,NA,0,
D06193,NZMS,1,0.5,0.5,NA,0,
D06193,SIML,18,3,3,1.41,1.65,
D06216,CHIL,133,2.87,3,0.72,4.25,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06216,GAMM,0,NA,NA,NA,0,
D06216,NZMS,0,NA,NA,NA,0,
D06216,SIML,8,2.5,2,0.93,0.36,
D06217,CHIL,218,2.36,2,0.66,4.33,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06217,GAMM,0,NA,NA,NA,0,
D06217,NZMS,0,NA,NA,NA,0,
D06217,SIML,8,3,3,0.76,0.51,
D06218,CHIL,168,2.56,3,0.71,4.09,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06218,GAMM,4,2,2,0,0.25,
D06218,NZMS,0,NA,NA,NA,0,
D06218,SIML,0,NA,NA,NA,0,
D06219,CHIL,107,2.5,2,0.56,2.32,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06219,GAMM,0,NA,NA,NA,0,
D06219,NZMS,0,NA,NA,NA,0,
D06219,SIML,2,3,3,0,0.11,
D06220,CHIL,74,2.53,2.5,0.76,1.78,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06220,GAMM,0,NA,NA,NA,0,
D06220,NZMS,0,NA,NA,NA,0,
D06220,SIML,3,2.67,3,0.58,0.13,
D06224,CHIL,244,2.28,2,0.96,5.17,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06224,GAMM,3,1,1,0,0.03,
D06224,NZMS,3,0.5,0.5,0,0.01,
D06224,SIML,4,3.75,3,1.5,0.6,
D06225,CHIL,282,2.32,2,0.96,6.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06225,GAMM,0,NA,NA,NA,0,
D06225,NZMS,0,NA,NA,NA,0,
D06225,SIML,2,2,2,0,0.03,
D06226,CHIL,208,2.76,3,1,6.79,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06226,GAMM,2,2,2,0,0.12,
D06226,NZMS,0,NA,NA,NA,0,
D06226,SIML,2,3,3,0,0.11,
D06227,CHIL,359,2.65,3,0.56,8.97,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06227,GAMM,0,NA,NA,NA,0,
D06227,NZMS,0,NA,NA,NA,0,
D06227,SIML,1,3,3,NA,0.05,
D06228,CHIL,64,2.66,3,0.7,1.69,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06228,GAMM,0,NA,NA,NA,0,
D06228,NZMS,0,NA,NA,NA,0,
D06228,SIML,6,3.67,3,1.03,0.73,
D06229,CHIL,713,1.56,1,0.66,5.76,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06229,GAMM,0,NA,NA,NA,0,
D06229,NZMS,0,NA,NA,NA,0,
D06229,SIML,0,NA,NA,NA,0,
D06230,CHIL,433,2.57,3,0.9,11.52,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06230,GAMM,0,NA,NA,NA,0,
D06230,NZMS,0,NA,NA,NA,0,
D06230,SIML,10,2,2,0,0.16,
D06243,CHIL,359,2.38,2,0.72,7.43,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06243,GAMM,0,NA,NA,NA,0,
D06243,NZMS,0,NA,NA,NA,0,
D06243,SIML,4,2,2,0,0.06,
D06244,CHIL,380,2.32,2,0.92,8.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06244,GAMM,0,NA,NA,NA,0,
D06244,NZMS,0,NA,NA,NA,0,
D06244,SIML,11,2,2,0,0.18,
D06245,CHIL,104,2.67,3,0.65,2.73,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06245,GAMM,0,NA,NA,NA,0,
D06245,NZMS,0,NA,NA,NA,0,
D06245,SIML,8,2,2,0,0.13,
D06246,CHIL,354,2.34,2,0.77,7.27,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06246,GAMM,0,NA,NA,NA,0,
D06246,NZMS,0,NA,NA,NA,0,
D06246,SIML,0,NA,NA,NA,0,
D06247,CHIL,496,2.37,2,0.6,9.63,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06247,GAMM,0,NA,NA,NA,0,
D06247,NZMS,0,NA,NA,NA,0,
D06247,SIML,16,2.5,2.5,0.52,0.57,
D06248,CHIL,525,2.27,2,0.88,10.66,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06248,GAMM,0,NA,NA,NA,0,
D06248,NZMS,0,NA,NA,NA,0,
D06248,SIML,25,1,1,0,0.05,
D06249,CHIL,483,2.59,3,0.64,11.77,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06249,GAMM,0,NA,NA,NA,0,
D06249,NZMS,0,NA,NA,NA,0,
D06249,SIML,8,2.5,2.5,0.53,0.28,
D06250,CHIL,556,2.18,2,0.91,10.53,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06250,GAMM,0,NA,NA,NA,0,
D06250,NZMS,0,NA,NA,NA,0,
D06250,SIML,5,1,1,0,0.01,
D06251,CHIL,245,1.93,2,1.01,4,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06251,GAMM,4,2,2,0,0.25,
D06251,NZMS,0,NA,NA,NA,0,
D06251,SIML,0,NA,NA,NA,0,
D06252,CHIL,430,1.7,2,0.59,3.89,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06252,GAMM,0,NA,NA,NA,0,
D06252,NZMS,0,NA,NA,NA,0,
D06252,SIML,0,NA,NA,NA,0,
D06253,CHIL,331,2.2,2,0.9,6.32,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06253,GAMM,0,NA,NA,NA,0,
D06253,NZMS,0,NA,NA,NA,0,
D06253,SIML,15,1.33,1,0.49,0.1,
D06255,CHIL,231,2.2,2,1.01,4.74,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06255,GAMM,1,1,1,NA,0.01,
D06255,NZMS,2,0.5,0.5,0,0.01,
D06255,SIML,11,1.36,1,0.67,0.1,
D06256,CHIL,213,2.24,2,0.67,3.71,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06256,GAMM,0,NA,NA,NA,0,
D06256,NZMS,0,NA,NA,NA,0,
D06256,SIML,6,2.33,2,0.52,0.17,
D06257,CHIL,227,2.3,2,1,5.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06257,GAMM,6,1.5,1.5,0.55,0.22,
D06257,NZMS,0,NA,NA,NA,0,
D06257,SIML,5,2.8,2,1.3,0.35,
D06258,CHIL,502,2.02,2,0.89,8.03,"Coarse sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 2850 (2017-07-12 JDM). Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples col"
D06258,GAMM,0,NA,NA,NA,0,
D06258,NZMS,0,NA,NA,NA,0,
D06258,SIML,2,2.5,2.5,0.71,0.07,
D06304,CHIL,74,2.88,3,1.12,2.79,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06304,GAMM,5,2.8,3,1.3,1.17,
D06304,NZMS,4,0.5,0.5,0,0.01,
D06304,SIML,0,NA,NA,NA,0,
D06305,CHIL,98,2.95,3,0.93,3.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06305,GAMM,8,1.5,1,1.07,0.56,
D06305,NZMS,4,0.5,0.5,0,0.01,
D06305,SIML,0,NA,NA,NA,0,
D06306,CHIL,83,2.8,3,0.85,2.61,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06306,GAMM,5,2.6,2,1.82,1.39,
D06306,NZMS,5,1.2,0.5,1.57,0.59,
D06306,SIML,0,NA,NA,NA,0,
D06309,CHIL,15,2.73,3,1.28,0.53,
D06309,GAMM,0,NA,NA,NA,0,
D06309,NZMS,0,NA,NA,NA,0,
D06309,SIML,0,NA,NA,NA,0,
